"File","Line","Column","Severity","Rule","Message"
"components\teacher\interventions\InterventionImpactCard.tsx","100","10","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\teacher\interventions\InterventionImpactCard.tsx:100:10
   98 |
   99 |   useEffect(() => {
> 100 |     void load();
      |          ^^^^ Avoid calling setState() directly within an effect
  101 |   }, [interventionId, teacherId]);
  102 |
  103 |   const review = useMemo("
"components\teacher\reports\ClassProgressReportPanel.tsx","118","5","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\teacher\reports\ClassProgressReportPanel.tsx:118:5
  116 |
  117 |   useEffect(() => {
> 118 |     setExamPage(1);
      |     ^^^^^^^^^^^ Avoid calling setState() directly within an effect
  119 |   }, [examSearch, examPageSize]);
  120 |
  121 |   if (loading) {"
"components\teacher\reports\ReportingWorkspace.tsx","76","5","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\teacher\reports\ReportingWorkspace.tsx:76:5
  74 |     }
  75 |
> 76 |     setSelectedClassId(
     |     ^^^^^^^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  77 |       classes[0]?.classId ||
  78 |         """",
  79 |     );"
"components\teacher\reports\ReportingWorkspace.tsx","169","5","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\teacher\reports\ReportingWorkspace.tsx:169:5
  167 |     }
  168 |
> 169 |     setSelectedStudentId(
      |     ^^^^^^^^^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  170 |       classStudents[0]
  171 |         ?.studentId || """",
  172 |     );"
"components\teacher\reports\ReportingWorkspace.tsx","179","5","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\teacher\reports\ReportingWorkspace.tsx:179:5
  177 |
  178 |   useEffect(() => {
> 179 |     setStudentSearch("""");
      |     ^^^^^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  180 |   }, [selectedClassId]);
  181 |
  182 |   const selectedStudent ="
"components\teacher\resources\AssignResourceModal.tsx","125","7","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\teacher\resources\AssignResourceModal.tsx:125:7
  123 |   useEffect(() => {
  124 |     if (!isOpen) {
> 125 |       setSelectedClassId("""");
      |       ^^^^^^^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  126 |       setDueDate("""");
  127 |       setInstructions("""");
  128 |       setLoadError("""");"
"components\teacher\resources\ExistingTeachingResourceSelector.tsx","74","7","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\components\teacher\resources\ExistingTeachingResourceSelector.tsx:74:7
  72 |      */
  73 |     if (!user?.uid) {
> 74 |       setResources([]);
     |       ^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  75 |       setLoading(false);
  76 |
  77 |       return;"
"hooks\useAdaptiveLearning.ts","39","28","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\hooks\useAdaptiveLearning.ts:39:28
  37 |
  38 |   useEffect(() => {
> 39 |     if (!authLoading) void refresh();
     |                            ^^^^^^^ Avoid calling setState() directly within an effect
  40 |   }, [authLoading, user?.uid]);
  41 |
  42 |   return {"
"hooks\useKnowledgeMap.ts","44","10","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\hooks\useKnowledgeMap.ts:44:10
  42 |     }
  43 |
> 44 |     void refresh();
     |          ^^^^^^^ Avoid calling setState() directly within an effect
  45 |   }, [authLoading, user?.uid]);
  46 |
  47 |   return {"
"hooks\useProgrammingProgress.ts","102","5","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\hooks\useProgrammingProgress.ts:102:5
  100 |
  101 |   useEffect(() => {
> 102 |     setHydrated(false);
      |     ^^^^^^^^^^^ Avoid calling setState() directly within an effect
  103 |     setProgress(loadProgress(studentId));
  104 |     setHydrated(Boolean(studentId));
  105 |   }, [studentId]);"
"hooks\useStudentAdaptiveAnalytics.ts","29","7","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\hooks\useStudentAdaptiveAnalytics.ts:29:7
  27 |
  28 |     if (!user?.uid) {
> 29 |       setAnalytics(emptyStudentAdaptiveAnalytics);
     |       ^^^^^^^^^^^^ Avoid calling setState() directly within an effect
  30 |       setLoading(false);
  31 |       return;
  32 |     }"
"hooks\useStudentAssignmentResults.ts","36","7","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\hooks\useStudentAssignmentResults.ts:36:7
  34 |
  35 |     if (!user) {
> 36 |       setResults([]);
     |       ^^^^^^^^^^ Avoid calling setState() directly within an effect
  37 |       setLoading(false);
  38 |       return;
  39 |     }"
"hooks\useTeacherDashboard.ts","37","7","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\hooks\useTeacherDashboard.ts:37:7
  35 |
  36 |     if (!user?.uid) {
> 37 |       setData(emptyTeacherDashboardData);
     |       ^^^^^^^ Avoid calling setState() directly within an effect
  38 |
  39 |       setError("""");
  40 |       setLoading(false);"
"hooks\useTeacherIntelligence.ts","68","10","ERROR","react-hooks/set-state-in-effect","Error: Calling setState synchronously within an effect can trigger cascading renders

Effects are intended to synchronize state between React and external systems such as manually updating the DOM, state management libraries, or other platform APIs. In general, the body of an effect should do one or both of the following:
* Update external systems with the latest state from React.
* Subscribe for updates from some external system, calling setState in a callback function when external state changes.

Calling setState synchronously within an effect body causes cascading renders that can hurt performance, and is not recommended. (https://react.dev/learn/you-might-not-need-an-effect).

C:\Users\cr7ri\cs-platform-clean\hooks\useTeacherIntelligence.ts:68:10
  66 |     if (authLoading) return;
  67 |
> 68 |     void refresh();
     |          ^^^^^^^ Avoid calling setState() directly within an effect
  69 |   }, [authLoading, refresh]);
  70 |
  71 |   return {"
